--TAB SEPARATED DATA FILE--
CAMERA SETTINGS:
Resolution = (820, 616)
Shutter speed = 499907 microseconds
LED CYCLE:
Blue Illumination: 300s
Green Illumination: 1s
Number of Cycles: 0 <-- (0 is continuous loop)

ITERATION	DATE	TIME	TEMPERATURE	HUMIDITY	ISO	ANALOG GAIN	DIGITAL GAIN	
1220	2019_12_25	09:30:09	28.0	60.0	800	331/128	11/256
1221	2019_12_25	09:38:37	28.0	61.0	100	2521/256	11/256
1221	2019_12_25	09:38:37	28.0	61.0	800	331/128	11/256
1222	2019_12_25	09:44:01	29.0	60.0	100	2521/256	11/256
1222	2019_12_25	09:44:01	29.0	60.0	800	331/128	11/256
1223	2019_12_25	09:49:29	29.0	60.0	100	2521/256	11/256
1223	2019_12_25	09:49:29	29.0	59.0	800	331/128	11/256
1224	2019_12_25	10:15:56	29.0	59.0	100	2521/256	11/256
1224	2019_12_25	10:15:56	26.0	61.0	800	331/128	11/256
1225	2019_12_25	10:21:10	26.0	61.0	100	2521/256	11/256
1225	2019_12_25	10:21:10	26.0	62.0	800	331/128	11/256
1226	2019_12_25	10:26:28	26.0	62.0	100	2521/256	11/256
1226	2019_12_25	10:26:28	27.0	61.0	800	331/128	11/256
1227	2019_12_25	10:34:49	27.0	61.0	100	2521/256	11/256
1227	2019_12_25	10:34:49	28.0	60.0	800	331/128	11/256
1228	2019_12_25	10:40:03	28.0	60.0	100	2521/256	11/256
1228	2019_12_25	10:40:03	28.0	60.0	800	331/128	11/256
1229	2019_12_25	10:45:21	28.0	60.0	100	2521/256	11/256
1229	2019_12_25	10:45:21	28.0	60.0	800	331/128	11/256
